cityID,time,t,fid,x,y,np,PC1,PC2,PC3,PC4,co2_norm
20,2005,2,51,109.74311,19.19713384,0.218362361,0.004578099,-2.89906355,-0.762739701,-2.712880811,0.35627565532583044
21,2005,2,52,107.8751823,30.05912925,0.249304876,1.71376765,-0.021611556,-2.243000629,-1.070447307,0.48971339657046564
22,2005,2,53,102.6923498,30.62979532,0.29189536,2.874063302,0.140132835,-1.52014598,-0.339243205,0.6733823059488976
23,2005,2,54,106.8741124,26.81589901,0.240736663,1.650727218,-0.323665362,-3.253651527,-0.756157957,0.45276349158624174
24,2005,2,55,101.861664,24.22399975,0.290355593,1.819687146,0.335014474,-2.425130294,-0.299168095,0.6667421530549578
25,2005,2,56,88.44235547,31.49119642,0.309462488,-3.930621552,-0.544431995,-2.186606568,0.487933943,0.7491394924760878
26,2005,2,57,108.367283,33.77575343,0.289431214,1.740461127,1.233458432,-2.151450891,2.069718346,0.6627558240246906
27,2005,2,58,96.43045075,40.50407365,0.350134164,-0.007120314,-0.201734554,-2.993002755,1.588051787,0.9245336573677795
28,2005,2,59,96.03756481,35.67094527,0.31140244,-3.050527055,-2.382472059,-3.969097624,0.658696117,0.7575054191954581
29,2005,2,60,105.9722025,37.19338985,0.256000996,0.194427246,0.093200813,-2.362733965,1.345807698,0.5185900127053539
30,2005,3,61,85.19105645,41.11736074,0.366530478,-2.732558458,-1.901356192,1.999907971,1.022498898,0.9952417786985047
0,2010,3,62,116.4104734,40.18506957,0.319738001,-2.662375619,1.954406384,3.109197983,1.948358198,0.7934520263748316
1,2010,3,63,117.3328025,39.2945395,0.31440872,-2.844561174,1.42456456,3.694400904,2.757799693,0.770469821499179
2,2010,3,64,115.0556983,38.8862,0.335318118,0.142200844,2.207986068,0.5821779,2.928867672,0.860640347065866
3,2010,3,65,112.2910057,37.57371516,0.330737621,0.393783726,2.681354445,-2.415040607,1.964317818,0.8408872283081363
4,2010,3,66,111.624073,41.58407166,0.266769946,0.544309285,2.104313676,-1.946124122,0.47593588,0.5650304640900075
5,2010,3,67,124.0472795,41.55091067,0.260366589,-0.099354695,2.48704234,0.639140625,-0.598228535,0.5374163708444188
6,2010,3,68,126.1893961,43.66493432,0.240835756,0.93692093,3.552058663,-0.306789514,-0.925865167,0.45319082420911216
7,2010,3,69,128.135853,46.95166178,0.250055403,3.671334515,3.212154301,-2.499113898,-0.681215737,0.49294999927141325
8,2010,3,70,121.4151598,31.08465728,0.138901412,-1.655587908,-2.897072114,2.833278432,-0.87052206,0.013605075648801928
9,2010,3,71,120.5538215,32.20300618,0.199938223,1.952612444,-0.409369348,1.82879745,0.756097122,0.2768226645427784
10,2010,3,72,120.0709758,29.17555776,0.216129765,-2.36235985,-2.417672946,2.409268021,-1.931130565,0.3466477188975276
11,2010,3,73,117.2258163,31.82631484,0.239376351,2.515697387,0.232286467,-0.150190043,1.013178951,0.44689722762327777
12,2010,3,74,117.9817861,26.08380415,0.219090745,-1.246545029,-2.784744396,2.060085169,-2.402963197,0.3594167676665284
13,2010,3,75,111.7080139,27.60713887,0.20547618,0.310700614,-2.044457571,-0.824653348,-3.544601154,0.3007047721604015
14,2010,3,76,115.7205187,27.61361806,0.20068723,0.638240019,1.38104072,2.643889796,2.995104766,0.2800527123348347
15,2010,3,77,118.1537918,36.35127141,0.327170372,2.996014018,1.269248079,0.87438646,2.902562476,0.8255036808163704
16,2010,3,78,113.6135136,33.88226127,0.348431736,1.790269095,-1.499004918,0.866197381,-0.694976098,0.917192038661232
17,2010,3,79,112.268591,30.97568911,0.218995303,1.137485934,-1.756820068,-0.02099646,-2.932021743,0.35900517976231733
18,2010,3,80,113.4276925,23.71031747,0.21075207,0.083153794,-2.342639074,0.907532759,-2.465813589,0.323456731548808
19,2010,3,81,108.7866601,23.82858447,0.226230815,1.034111401,-1.856967054,-0.52245821,-2.197362521,0.3902078915660751
20,2010,3,82,109.74311,19.19713384,0.218352899,-0.944833299,-3.131161486,0.653872886,-2.399430401,0.3562348510179822
21,2010,3,83,107.8751823,30.05912925,0.249564037,0.997610021,-0.392597105,-1.039713499,-1.426979598,0.4908310128488676
22,2010,3,84,102.6923498,30.62979532,0.29184553,2.707437743,0.202326147,-1.000939255,-0.193085908,0.6731674170607055
23,2010,3,85,106.8741124,26.81589901,0.240772083,0.732843171,-0.406934373,-2.47040303,-1.005378326,0.4529162382131687
24,2010,3,86,101.861664,24.22399975,0.290371537,1.455677168,0.213709977,-1.936305807,-0.392120384,0.6668109105992752
25,2010,3,87,88.44235547,31.49119642,0.309463114,-6.644054668,-0.538332696,-0.339730687,1.108367373,0.7491421920635655
26,2010,3,88,108.367283,33.77575343,0.288711935,1.4863073,1.293922823,-1.195065621,2.164702977,0.6596539764507393
27,2010,3,89,96.43045075,40.50407365,0.348939061,-0.376283063,0.098309875,-1.963636475,1.753457379,0.9193798473146959
28,2010,3,90,96.03756481,35.67094527,0.311318785,-3.633143172,-2.209315528,-3.313622406,0.729773452,0.7571446620222347
29,2010,3,91,105.9722025,37.19338985,0.256012499,-0.438104648,0.10482611,-0.851278347,0.720076359,0.5186396187033647
30,2010,3,92,85.19105645,41.11736074,0.366557956,-2.066040752,-1.750294911,2.433911765,1.540842192,0.9953602759264748
0,2015,4,93,116.4104734,40.18506957,0.319827139,-3.855057228,1.034087604,4.884083134,1.602295389,0.7938364286569041
1,2015,4,94,117.3328025,39.2945395,0.31400916,-2.078551523,2.029481999,2.324270765,2.430859747,0.7687467429487864
2,2015,4,95,115.0556983,38.8862,0.33521682,-0.016482094,2.479083832,1.28103596,2.864909604,0.8602035055126633
3,2015,4,96,112.2910057,37.57371516,0.330773205,-0.012197071,3.2200233,-1.09619193,1.795522157,0.8410406821752332
4,2015,4,97,111.624073,41.58407166,0.266174793,0.624283962,2.703322506,-0.51574252,0.48559801,0.5624639024509499
5,2015,4,98,124.0472795,41.55091067,0.260457397,-0.549435972,2.682322703,0.980442682,-0.522197499,0.5378079749013918
6,2015,4,99,126.1893961,43.66493432,0.240301684,0.672090658,4.021538279,0.776353243,-1.228177283,0.45088767072136215
7,2015,4,100,128.135853,46.95166178,0.246274754,3.121644206,3.962949106,-0.739192379,-0.919750474,0.47664617707083295
8,2015,4,101,121.4151598,31.08465728,0.140274823,-1.956052445,-2.970555589,2.89799678,-1.163999269,0.01952782826411243
9,2015,4,102,120.5538215,32.20300618,0.199813455,1.793984764,-0.249551746,2.0649636,0.815101457,0.27628461002136634
10,2015,4,103,120.0709758,29.17555776,0.217014804,-2.69154414,-1.984547024,3.030000012,-1.470684254,0.3504643965358324
11,2015,4,104,117.2258163,31.82631484,0.239508316,2.015765279,0.486475038,0.956910271,1.279834441,0.44746631877580206
12,2015,4,105,117.9817861,26.08380415,0.219374985,-1.805352517,-2.81501883,2.476808075,-2.210060386,0.3606425356291964
13,2015,4,106,111.7080139,27.60713887,0.205918238,0.755350031,-2.123787865,-0.695358858,-3.663193018,0.30261112078846614
14,2015,4,107,115.7205187,27.61361806,0.201305389,0.566977734,1.721220942,2.524272174,3.184588151,0.28271848596991395
15,2015,4,108,118.1537918,36.35127141,0.326509386,2.972815947,1.608575201,1.381920701,3.059231968,0.8226532183108396
16,2015,4,109,113.6135136,33.88226127,0.347972959,1.594275153,-1.212930032,1.125728828,-0.525096385,0.9152135903478036
17,2015,4,110,112.268591,30.97568911,0.21963571,0.942383887,-1.721263896,0.147413698,-2.653087373,0.3617668965638525
18,2015,4,111,113.4276925,23.71031747,0.211041823,-0.042505506,-2.459273629,1.136806273,-2.380830089,0.324706273993527
19,2015,4,112,108.7866601,23.82858447,0.226595327,0.626873182,-1.770518182,0.218035068,-2.011979847,0.39177982771724335
20,2015,4,113,109.74311,19.19713384,0.218657464,-2.091684561,-3.753742981,2.088355766,-2.358561615,0.35754826932487077
21,2015,4,114,107.8751823,30.05912925,0.250389129,0.441566586,-0.744740025,-0.91834346,-1.717447786,0.4943891726428927
22,2015,4,115,102.6923498,30.62979532,0.292033464,2.315579892,0.242734661,-0.554930207,-0.271935301,0.6739778711709505
23,2015,4,116,106.8741124,26.81589901,0.241222337,0.161077022,-0.916827812,-2.997574901,-0.941388728,0.45485793159996557
24,2015,4,117,101.861664,24.22399975,0.290814877,1.26315042,0.045169517,-1.113427866,-0.449465357,0.6687227877754969
25,2015,4,118,88.44235547,31.49119642,0.309484869,-8.189952862,-0.344832759,0.615376984,1.487129741,0.7492360091970719
26,2015,4,119,108.367283,33.77575343,0.289110005,1.14367301,1.017256032,-0.147896526,2.030684027,0.6613706294654427
27,2015,4,120,96.43045075,40.50407365,0.348891199,-0.833179052,0.490420092,-0.378689379,1.406702357,0.9191734453085418
28,2015,4,121,96.03756481,35.67094527,0.311264098,-3.401468823,-2.204996985,-2.915872037,0.288100872,0.7569088276126709
29,2015,4,122,105.9722025,37.19338985,0.257447183,-1.084553264,0.061024164,-0.018307465,0.074471316,0.5248266074584746
30,2015,4,123,85.19105645,41.11736074,0.366846383,-2.715348762,-1.651146479,4.38234427,1.459951794,0.9966041000756742
0,2020,5,124,116.4104734,40.18506957,0.327756882,-7.489186015,0.045878154,9.576000306,2.033679141,0.8280329700359892
1,2020,5,125,117.3328025,39.2945395,0.317281246,-1.208294564,2.780936644,2.60937091,1.880979379,0.7828574176951085
2,2020,5,126,115.0556983,38.8862,0.340428174,0.477736145,3.076284794,1.024509496,2.746499281,0.8826771572693544
3,2020,5,127,112.2910057,37.57371516,0.335976452,0.408751226,3.31380296,-1.27237908,1.314263749,0.8634793729803575
4,2020,5,128,111.624073,41.58407166,0.266872138,1.210107286,2.68692716,-0.654926124,0.074257094,0.5654711609646239
5,2020,5,129,124.0472795,41.55091067,0.261666775,-0.505260223,3.462188393,1.411276254,-0.970661812,0.5430233450363325
6,2020,5,130,126.1893961,43.66493432,0.248353094,0.431819586,4.392401049,0.328985208,-1.20237453,0.485608893745233
7,2020,5,131,128.135853,46.95166178,0.250473917,3.76118497,4.089931059,-0.984107026,-0.98159517,0.4947548158107041
8,2020,5,132,121.4151598,31.08465728,0.147674322,-2.831969606,-3.240943888,4.41772388,-2.439515115,0.051437724175997325
9,2020,5,133,120.5538215,32.20300618,0.197282046,1.561834692,0.071461993,2.317676191,1.147598988,0.2653680604414003
10,2020,5,134,120.0709758,29.17555776,0.218975991,-3.177973773,-2.316966906,3.282137968,-1.283432763,0.3589218979198777
11,2020,5,135,117.2258163,31.82631484,0.23931165,2.234709873,1.276512301,0.91087766,1.630064059,0.4466182084389526
12,2020,5,136,117.9817861,26.08380415,0.219871819,-2.876056655,-2.954118474,4.560866955,-1.996651011,0.3627851024739903
13,2020,5,137,111.7080139,27.60713887,0.206615612,0.587693277,-2.037184146,-0.881696539,-3.660257653,0.30561850436290205
14,2020,5,138,115.7205187,27.61361806,0.20071204,1.08336607,2.61269681,1.974221016,3.239908942,0.28015970397272455
15,2020,5,139,118.1537918,36.35127141,0.349195957,3.299666434,1.959655199,1.346209734,3.034012506,0.920487695916362
16,2020,5,140,113.6135136,33.88226127,0.353576183,1.673990167,-0.710383188,0.711251978,-0.561076922,0.9393771579908257
17,2020,5,141,112.268591,30.97568911,0.221008286,0.474667062,-1.591926807,0.680956458,-2.594245264,0.36768604829171286
18,2020,5,142,113.4276925,23.71031747,0.212659642,-0.321379402,-2.7437788,1.429336728,-2.507681148,0.3316830214590338
19,2020,5,143,108.7866601,23.82858447,0.227007821,0.03781328,-2.074788632,0.146944658,-1.823714852,0.3935586833673727
20,2020,5,144,109.74311,19.19713384,0.22135146,-3.405197631,-4.058668779,4.152199462,-2.034713964,0.36916596559687975
21,2020,5,145,107.8751823,30.05912925,0.249441803,-0.059734885,-0.966805023,-0.558542073,-1.947221761,0.49030388605056774
22,2020,5,146,102.6923498,30.62979532,0.291702926,1.837012393,0.465780615,-0.390629988,-0.73057253,0.6725524458583823
23,2020,5,147,106.8741124,26.81589901,0.242434204,-0.760458879,-1.78262226,-2.823448119,-1.505261174,0.46008403539821563
24,2020,5,148,101.861664,24.22399975,0.290972292,0.894836664,0.174306072,-0.864446282,-0.479409091,0.6694016305275493
25,2020,5,149,88.44235547,31.49119642,0.335614204,-8.31387868,-0.636739291,0.303976658,1.007331014,0.8619172001934855
26,2020,5,150,108.367283,33.77575343,0.291478872,1.003229676,1.165883498,-0.229224646,1.818476406,0.6715862264131683
27,2020,5,151,96.43045075,40.50407365,0.349018902,-0.72237964,0.674903845,-0.261500524,1.385731971,0.9197241568415303
28,2020,5,152,96.03756481,35.67094527,0.309652537,-3.634966689,-2.140359773,-3.268393622,0.657823929,0.74995906739706
29,2020,5,153,105.9722025,37.19338985,0.257168353,-1.186318026,0.013946764,0.359415525,0.073782583,0.5236241697965315
30,2020,5,154,85.19105645,41.11736074,0.367633849,-2.644477202,-1.925528063,4.243941636,0.884236203,1.0
0,2023,6,155,116.4104734,40.18506957,0.326209903,-3.854848759,0.130918942,4.215524821,1.329712884,0.8213617158243363
1,2023,6,156,117.3328025,39.2945395,0.320220828,-0.580710675,2.861220014,1.907815651,1.821071095,0.7955341888717045
2,2023,6,157,115.0556983,38.8862,0.343049616,0.496255713,3.168145806,0.86029399,2.626467571,0.8939819687652467
3,2023,6,158,112.2910057,37.57371516,0.334300667,0.26734903,3.325633848,-1.359035806,1.257219355,0.8562526506143301
4,2023,6,159,111.624073,41.58407166,0.266997486,0.307588583,3.068954608,-0.517645361,0.337053253,0.5660117167012709
5,2023,6,160,124.0472795,41.55091067,0.259590894,-0.660064674,3.500827066,1.104497905,-0.894094106,0.5340712326520402
6,2023,6,161,126.1893961,43.66493432,0.239300907,0.067426784,4.553774654,0.028908507,-1.165623673,0.4465718798953876
7,2023,6,162,128.135853,46.95166178,0.250820756,3.662858827,3.97334447,-2.114883075,-0.610368326,0.49625053820869097
8,2023,6,163,121.4151598,31.08465728,0.135796964,-2.188190565,-3.139376466,3.231731555,-2.303245296,0.00021732972926609263
9,2023,6,164,120.5538215,32.20300618,0.198426157,1.754112133,0.074389025,1.788887251,1.112197579,0.27030197055094185
10,2023,6,165,120.0709758,29.17555776,0.219366997,-2.595959904,-2.334035546,2.286189971,-1.125134904,0.3606080878579968
11,2023,6,166,117.2258163,31.82631484,0.240175098,2.176299551,1.254328758,0.46093629,1.715373816,0.45034177618392096
12,2023,6,167,117.9817861,26.08380415,0.220062852,-2.313677891,-2.911822998,2.798846662,-2.129829548,0.36360892083598145
13,2023,6,168,111.7080139,27.60713887,0.206864625,0.487358144,-1.98483266,-1.204468842,-3.474542947,0.3066923579995747
14,2023,6,169,115.7205187,27.61361806,0.201001048,1.000435336,2.734954171,1.828631653,3.246550526,0.2814060336495988
15,2023,6,170,118.1537918,36.35127141,0.351818144,3.165075504,2.07051811,0.998703396,3.07615514,0.931795720180099
16,2023,6,171,113.6135136,33.88226127,0.351234317,1.510252794,-0.765641671,0.117017658,-0.4278678,0.9292780012371614
17,2023,6,172,112.268591,30.97568911,0.221190348,0.743725774,-1.626600498,-0.014711178,-2.563480906,0.36847117975392535
18,2023,6,173,113.4276925,23.71031747,0.212770939,-0.130972638,-2.708457492,0.786200511,-2.537874929,0.3321629831003969
19,2023,6,174,108.7866601,23.82858447,0.226823166,0.230816833,-2.122851166,-0.522523772,-1.783223003,0.39276236974808454
20,2023,6,175,109.74311,19.19713384,0.221479446,-4.037160281,-4.007677076,3.893636441,-1.903302487,0.369717897550405
21,2023,6,176,107.8751823,30.05912925,0.248561755,-0.179990398,-1.139115316,-1.751730841,-1.710891722,0.48650873180060267
22,2023,6,177,102.6923498,30.62979532,0.291328907,1.749268132,0.27282892,-1.370952854,-0.639931554,0.6709395113395633
23,2023,6,178,106.8741124,26.81589901,0.242492542,-0.873910136,-1.50249613,-3.592225138,-1.205429023,0.4603356145264388
24,2023,6,179,101.861664,24.22399975,0.291341573,0.628970654,0.202585994,-1.472593592,-0.448282093,0.6709941327053639
25,2023,6,180,88.44235547,31.49119642,0.335514337,-9.004136269,-0.391104022,0.089900218,1.219201095,0.8614865297420085
26,2023,6,181,108.367283,33.77575343,0.291617334,0.979862331,1.097840675,-0.571695213,1.76748598,0.6721833354887627
27,2023,6,182,96.43045075,40.50407365,0.35043636,-0.988375349,0.638046325,-0.225032023,1.382723872,0.9258368595041657
28,2023,6,183,96.03756481,35.67094527,0.309872627,-3.706971052,-2.090612409,-3.63935693,0.52846862,0.750908192329876
29,2023,6,184,105.9722025,37.19338985,0.260066897,-1.864084672,0.146585674,0.305969066,0.084363049,0.5361239670579432
30,2023,6,185,85.19105645,41.11736074,0.367503375,-3.298438511,-1.574821295,5.194149181,1.171315546,0.9994373386956054
